"","ID","name","latitude","longitude","prov"
"212",212,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"213",213,"Leptasthenura setaria (Temminck, 1824)",-25.27291,-49.286522,"gbif"
"214",214,"Leptasthenura setaria (Temminck, 1824)",-27.043718,-54.162315,"gbif"
"215",215,"Leptasthenura setaria (Temminck, 1824)",-29.272572,-51.55852,"gbif"
"216",216,"Leptasthenura setaria (Temminck, 1824)",-24.102978,-52.315624,"gbif"
"217",217,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"218",218,"Leptasthenura setaria (Temminck, 1824)",-27.841124,-49.126377,"gbif"
"219",219,"Leptasthenura setaria (Temminck, 1824)",-24.102978,-52.315624,"gbif"
"220",220,"Leptasthenura setaria (Temminck, 1824)",-25.561188,-50.21143,"gbif"
"221",221,"Leptasthenura setaria (Temminck, 1824)",-22.664314,-44.592968,"gbif"
"222",222,"Leptasthenura setaria (Temminck, 1824)",-22.731205,-45.5957,"gbif"
"223",223,"Leptasthenura setaria (Temminck, 1824)",-22.665842,-44.59375,"gbif"
"224",224,"Leptasthenura setaria (Temminck, 1824)",-27.841124,-49.126377,"gbif"
"225",225,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"226",226,"Leptasthenura setaria (Temminck, 1824)",-26.607634,-54.073753,"gbif"
"227",227,"Leptasthenura setaria (Temminck, 1824)",-22.689444,-45.481945,"gbif"
"228",228,"Leptasthenura setaria (Temminck, 1824)",-25.3433,-49.219395,"gbif"
"229",229,"Leptasthenura setaria (Temminck, 1824)",-22.731205,-45.5957,"gbif"
"230",230,"Leptasthenura setaria (Temminck, 1824)",-26.245375,-49.369537,"gbif"
"231",231,"Leptasthenura setaria (Temminck, 1824)",-28.173134,-50.46068,"gbif"
"232",232,"Leptasthenura setaria (Temminck, 1824)",-23.182808,-44.973316,"gbif"
"233",233,"Leptasthenura setaria (Temminck, 1824)",-26.632334,-54.102165,"gbif"
"234",234,"Leptasthenura setaria (Temminck, 1824)",-25.378326,-49.284336,"gbif"
"235",235,"Leptasthenura setaria (Temminck, 1824)",-22.703138,-45.47843,"gbif"
