"","ID","longitude","latitude"
"345",2727,-49.3099,-26.002266
"346",2749,-45.245506,-22.538399
"347",2750,-54.048615,-25.69042
"348",2754,-53.871143,-26.574553
"349",2755,-53.79134,-26.556955
"350",2781,-49.857903,-25.252615
"351",2791,-45.36888,-22.544004
"352",2797,-44.8348,-22.3272
"353",2799,-53.30728,-26.428652
"354",2805,-51.65996,-26.497633
"355",2829,-45.395878,-22.606276
"356",2887,-50.406834,-24.534517
"357",2899,-54.124961,-26.776739
"358",2913,-54.320526,-25.790308
"359",2978,-54.55855,-25.90046
"360",3011,-54.58482,-25.830025
"361",3012,-51.43,-28.11
"362",3047,-45.163914,-23.319735
"363",3053,-50.798546,-28.972538
"364",3072,-54.530273,-25.727694
"365",3075,-49.5239,-26.652637
"366",3076,-50.790146,-28.959822
"367",3088,-45.263725,-22.534092
"368",3095,-52.400204,-28.277975
"369",3118,-45.294514,-22.50688
"370",3127,-52.550396,-28.499245
"371",3149,-45.96714,-22.9132
"372",3173,-51.471333,-28.617529
"373",3180,-49.10351,-25.733765
"374",3185,-44.61216,-22.028973
"375",3214,-50.098716,-29.486184
"376",3252,-49.80551,-25.460285
"377",3253,-50.88894,-26.055843
"378",3271,-52.25268,-26.655283
"379",3295,-49.71789,-27.91289
"380",3320,-51.512608,-27.61649
"381",3329,-51.76702,-26.638714
"382",3397,-51.2001,-29.1667
"383",3416,-50.26097,-29.326982
"384",3419,-49.414368,-25.192284
"385",3420,-52.2081,-27.564125
"386",3455,-45.536663,-22.583206
"387",3517,-54.019135,-27.224537
"388",3553,-50.660446,-25.459547
"389",3618,-52.371857,-27.97055
"390",3632,-48.956657,-25.2543
"391",3647,-54.11924,-25.69511
"392",3664,-47.92322,-25.003515
"393",3679,-45.66173,-22.776354
"394",3683,-46.959435,-23.66023
"395",3684,-45.866096,-22.88612
"396",3692,-53.49812,-27.61107
"397",3699,-44.868626,-22.286179
"398",3724,-49.51951,-28.148172
"399",3726,-44.767014,-22.278958
"400",3729,-49.58854,-28.358484
"401",3759,-50.14569,-29.03755
"402",3774,-49.719351,-28.013946
"403",3780,-49.178787,-27.673838
"404",3791,-50.814896,-25.44488
"405",3808,-51.71765,-28.98923
"406",3820,-45.129047,-23.22996
"407",3832,-51.403633,-26.996489
"408",3839,-48.83268,-24.51746
"409",3858,-51.100246,-27.012028
"410",3864,-50.261036,-28.502413
"411",3877,-53.227688,-29.08431
"412",3887,-50.750755,-25.403353
"413",3929,-50.24854,-29.862524
"414",3931,-54.616547,-26.015036
"415",3949,-45.366077,-22.538208
"416",3953,-49.097633,-27.632416
"417",3956,-51.201263,-27.597025
"418",4055,-49.732834,-27.221558
"419",4085,-45.56837,-22.605915
"420",4172,-49.13927,-25.748817
"421",4173,-45.423405,-22.48545
"422",4211,-44.83233,-23.175714
"423",4241,-52.546257,-28.271568
"424",4272,-50.775578,-26.02398
"425",4279,-48.349014,-24.158833
"426",4283,-50.21293,-29.486155
"427",4289,-45.53579,-22.716106
"428",4319,-49.590645,-28.180554
"429",4347,-45.814945,-22.580713
"430",4348,-49.971443,-25.179764
"431",4375,-52.298508,-28.85408
"432",4393,-51.819558,-27.168575
"433",4404,-50.5006,-29.46441
"434",4418,-51.107544,-29.372417
"435",4466,-45.666862,-22.825237
"436",4471,-50.554382,-29.503
"437",4481,-49.63863,-26.639616
"438",4508,-53.967945,-26.46834
"439",4511,-51.601036,-24.546171
"440",4523,-51.325336,-28.569145
"441",4524,-44.57033,-22.478882
"442",4562,-51.581657,-28.953867
"443",4599,-51.166527,-23.953478
"444",4606,-49.333687,-26.591022
"445",4619,-51.354176,-26.019072
"446",4627,-51.321922,-26.047548
"447",4665,-48.85743,-25.221807
"448",4666,-49.4856,-26.7166
"449",4667,-44.44452,-22.296844
"450",4672,-51.41434,-26.031914
"451",4696,-52.147552,-24.70442
"452",4703,-44.625435,-22.432123
"453",4704,-48.86217,-27.885445
"454",4731,-45.304955,-22.317698
"455",4779,-52.28445,-29.476965
"456",4809,-50.233864,-28.302204
"457",4810,-50.428,-28.9006
"458",4851,-46.80718,-23.882174
"459",4854,-44.608562,-21.988329
"460",4865,-46.333496,-23.408062
"461",4877,-54.559242,-26.009546
"462",4879,-44.59016,-22.363052
"463",4896,-54.541847,-25.620892
"464",4902,-51.4425,-23.531885
"465",4921,-51.645054,-25.698511
"466",4978,-53.89249,-26.469574
"467",4980,-53.821549,-26.416591
"468",5035,-54.22518,-26.42669
"469",5049,-45.522625,-22.766724
"470",5069,-47.15315,-23.937075
"471",5090,-49.53122,-25.042597
"472",5101,-54.325504,-25.693436
"473",5176,-45.547813,-22.697575
"474",5194,-48.97737,-25.31474
"475",5195,-49.997406,-29.077776
"476",5204,-50.978867,-27.490229
"477",5210,-50.71521,-28.206068
"478",5216,-50.49546,-28.433569
"479",5217,-50.29013,-28.64616
"480",5220,-50.333435,-28.485868
"481",5241,-50.833138,-27.998343
"482",5269,-45.104885,-23.354864
"483",5272,-50.7265,-28.382704
"484",5277,-51.41209,-23.528028
"485",5291,-45.697964,-22.867594
"486",5317,-48.059692,-24.28953
"487",5322,-50.418335,-29.082222
"488",5323,-45.409043,-22.670107
"489",5355,-52.328094,-26.56734
"490",5356,-50.500546,-27.988565
"491",5359,-49.452,-26.7691
"492",5361,-45.99672,-22.940077
"493",5390,-50.5306,-24.2783
"494",5407,-44.583405,-22.468674
"495",5414,-50.42862,-28.677336
"496",5419,-50.490837,-29.19662
"497",5451,-45.875156,-22.875652
"498",5491,-44.3933,-22.7968
"499",5500,-49.93735,-28.293213
"500",5510,-46.2879,-22.8532
"501",5551,-44.885605,-23.214672
"502",5569,-51.26519,-29.139267
"503",5603,-45.012756,-23.402903
"504",5619,-50.86815,-27.997347
"505",5638,-45.49229,-22.656018
"506",5651,-44.552223,-22.96843
"507",5659,-51.14516,-27.790466
"508",5660,-51.255688,-27.644726
"509",5688,-51.9912,-26.8359
"510",5689,-51.92652,-26.692354
"511",5690,-51.8189,-26.7987
"512",5691,-46.71818,-23.881052
"513",5704,-54.009537,-26.731719
"514",5723,-54.2645,-26.689777
"515",5766,-54.435833,-26.925167
"516",5776,-49.751472,-25.85913
"517",5799,-51.25729,-26.624447
"518",5812,-45.08525,-22.486725
"519",5840,-42.99358,-22.401348
"520",5885,-44.43802,-22.448647
"521",5888,-50.166667,-29.333333
"522",5889,-50.866667,-29.416667
"523",5910,-54.0385,-26.456833
"524",5919,-44.75,-22.416667
"525",5980,-53.6753,-26.276722
"526",5983,-50.32,-24.505
"527",5997,-50.335106,-29.293827
"528",6115,-51.1,-29.67
"529",6192,-50.0259539415,-29.0975046747
"530",6193,-52.2248583921,-29.5670949862
"531",6194,-54.8089866253,-26.980444286
"532",6220,-49.7670106605,-24.2953657633
"533",6345,-50.0064010620117,-25.4293994903564
"534",6348,-50.6156005859375,-24.3239002227783
"535",6349,-48.3400001525879,-24
